,age,gender,friends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports_interest,physical_appearance_interest,shopping_interest,music_interest,religion_interest,social_behaviors_interest,mortality_interest
85,19.359,M,15,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
86,18.355,M,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0
87,18.735,F,21,1,0,0,0,2,0,0,0,0,3,1,1,2,1,0,0
88,18.943,F,59,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0
89,18.335,F,57,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0
90,18.793,M,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
91,19.014,F,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0
92,18.634,F,27,0,0,3,3,0,0,1,0,0,7,0,2,1,0,0,0
93,19.149428645833336,F,12,1,1,0,0,0,0,0,1,0,4,0,0,1,3,1,0
94,19.149428645833336,F,36,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
95,18.396,F,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,18.261,F,20,12,3,0,0,0,0,0,0,0,15,0,0,1,0,1,0
97,19.149428645833336,F,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
98,18.73,M,52,0,0,0,0,4,0,0,0,0,4,0,2,0,1,0,0
99,19.149,F,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
100,18.459,F,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
101,18.385,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,19.149428645833336,F,1,1,0,0,0,0,0,0,0,0,1,4,0,5,0,1,1
103,18.825,F,33,0,0,0,0,0,0,0,0,0,0,3,4,1,3,0,1
104,19.217,F,107,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0
105,19.077,F,17,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0
106,18.713,F,12,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0
107,18.667,F,29,0,0,0,1,0,0,0,0,0,1,2,3,0,1,0,0
108,18.809,F,52,0,0,0,0,0,0,0,0,0,2,3,3,1,1,1,0
109,18.825,F,36,0,0,0,0,3,0,0,0,0,3,0,1,9,0,0,0
110,18.836,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
112,19.718,M,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
113,19.017,F,40,2,0,0,0,0,0,0,0,0,2,1,0,44,0,4,0
114,19.149428645833336,F,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,18.68,M,43,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0
116,19.255,F,0,1,2,1,1,1,0,1,1,1,10,4,9,7,2,8,0
117,18.409,F,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0
118,18.853,F,0,2,0,0,0,0,0,0,0,0,3,2,7,0,1,1,0
119,17.199,F,4,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0
120,18.59,F,57,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
121,19.006,F,41,0,0,0,0,0,0,0,0,0,1,1,2,0,10,4,0
122,18.064,F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18.612,F,50,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0
124,18.431,F,54,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1,0
125,18.675,F,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,18.352,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
127,16.81,F,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,18.626,F,5,0,0,0,0,0,0,0,0,0,0,3,1,6,1,0,1
129,18.062,F,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
130,19.149428645833336,F,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,19.113,F,0,0,0,0,0,0,0,0,0,0,0,0,4,2,19,2,0
132,18.656,F,80,1,0,0,3,0,1,0,0,0,5,2,1,1,1,1,0
133,18.669,F,36,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0
134,18.13,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
135,18.987,F,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
136,18.281,F,15,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,0
137,19.149428645833336,F,55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
138,18.171,F,3,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1
139,18.762,F,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0
140,19.023,M,246,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0
141,19.11,F,72,0,0,0,0,0,0,0,0,0,0,1,0,8,9,0,0
142,18.393,M,0,1,0,0,0,0,0,0,0,3,4,0,0,4,1,0,0
143,18.595,F,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
144,19.127,F,29,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1
145,18.363,F,28,0,1,0,4,0,0,0,2,0,7,0,0,2,1,0,0
146,18.798,F,78,0,0,0,0,0,1,0,0,0,1,11,3,0,0,8,0
147,19.562,F,61,0,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0
148,18.705,F,15,0,0,2,0,1,0,0,0,0,3,0,1,0,13,0,1
149,19.149428645833336,F,15,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
150,18.439,F,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
151,18.634,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,17.818,F,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0
153,18.867,F,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
154,18.795,F,13,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0
155,19.149428645833336,F,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0
156,19.05,F,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,18.771,F,28,0,0,0,0,0,0,0,0,0,0,2,4,1,0,4,0
159,18.105,F,16,0,0,0,0,0,3,0,0,3,6,1,1,0,1,0,0
160,19.149428645833336,F,73,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
161,18.311,F,34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
162,19.149428645833336,F,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
163,18.705,F,20,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0
164,18.114,F,0,4,3,0,0,0,0,0,0,0,7,5,1,0,1,0,0
165,19.149428645833336,F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,18.891,F,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
167,18.875,F,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168,19.129,F,0,1,0,0,1,2,0,0,0,0,5,0,0,1,4,2,1
169,18.749,F,33,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
170,18.916,F,42,1,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0
171,17.818,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
172,18.825,F,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,18.549,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,19.201,F,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
176,18.543,F,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
177,18.261,F,86,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,2
178,19.143,F,9,1,2,0,0,0,1,0,1,0,6,8,10,1,3,2,0
179,19.149428645833336,F,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
180,19.088,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
181,18.987,F,82,0,0,0,0,0,0,9,0,0,9,0,0,1,0,0,0
182,19.121,F,62,1,0,0,0,1,2,0,0,0,4,0,0,4,0,3,5
183,18.612,F,83,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
184,18.598,F,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,19.515,F,11,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,0
186,18.549,F,25,0,0,0,0,0,0,0,0,0,0,3,1,2,11,3,0
187,18.448,F,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0
188,18.626,F,8,0,0,0,0,0,2,0,2,0,4,2,2,1,0,0,0
189,19.006,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1
190,18.198,F,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
191,19.149428645833336,F,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,18.305,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,18.576,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,18.932,F,2,22,2,0,1,4,0,0,0,1,31,4,3,5,4,16,1
195,18.226,M,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0
196,18.272,F,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
197,18.251,M,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
198,19.236,M,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,17.952,F,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1
200,18.5,M,16,1,6,0,0,0,0,0,1,0,8,0,0,0,0,0,0
201,18.59,M,28,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0
202,19.006,F,39,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0
203,19.201,F,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
204,18.434,F,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0
205,18.549,F,107,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,1
206,18.338,F,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
207,18.68,F,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
208,18.067,F,54,0,0,0,0,0,1,0,0,0,1,3,0,1,3,1,0
209,17.895,F,23,1,0,1,0,0,0,1,0,0,3,3,1,1,1,2,0
210,17.374,F,46,1,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0
211,18.294,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18.352,F,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
213,18.727,F,19,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0
214,18.935,F,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
215,18.437,F,162,1,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0
216,18.658,F,65,0,0,0,0,0,0,0,0,0,0,2,0,2,22,1,0
217,18.396,F,21,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0
218,18.921,F,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
219,19.105,F,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,18.401,F,6,1,7,0,0,0,0,0,0,0,8,1,0,0,0,3,0
221,18.839,F,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222,19.373,F,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
223,18.538,F,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,18.932,F,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
225,18.76,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
226,18.357,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,18.897,F,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,18.809,F,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,18.672,F,12,2,0,0,0,0,0,0,1,2,5,3,3,4,1,0,0
231,18.938,F,18,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0
232,18.845,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
233,18.834,F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
234,18.546,F,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
235,18.664,F,35,0,1,0,0,0,0,0,0,0,1,1,0,5,0,3,0
236,18.743,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
237,18.064,F,21,0,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0
238,18.431,F,34,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
239,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,19.149428645833336,F,72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
241,19.149428645833336,F,43,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,1
242,18.53,F,373,2,1,0,0,0,0,0,0,0,3,4,2,7,0,4,3
243,18.204,F,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
244,17.158,F,78,1,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0
245,18.538,F,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
246,19.149428645833336,M,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
247,18.812,M,4,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0
248,20.238,M,20,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
249,19.149,M,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,18.992,F,44,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0
251,18.527,F,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,18.954,M,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
253,19.149428645833336,F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
254,18.33,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
255,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
256,18.223,F,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
257,18.683,M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,18.686,F,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
259,18.631,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
260,18.864,M,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0
261,19.225,F,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
262,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,18.653,F,22,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0
264,18.207,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
265,18.995,F,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
266,18.278,M,4,1,1,0,0,0,5,0,0,0,7,0,0,0,1,0,0
267,18.598,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,19.097,M,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0
269,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
270,18.289,F,5,0,1,0,0,0,0,0,0,0,1,1,0,6,4,2,0
271,18.815,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,18.957,F,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
273,18.283,F,20,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
274,19.343,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,19.242,M,75,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
276,17.843,F,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
277,18.204,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,18.965,M,37,0,1,5,0,0,0,0,0,0,6,1,0,0,1,0,0
279,18.998,F,32,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0
280,18.434,F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
281,18.908,F,30,1,2,2,0,0,0,0,0,0,6,0,3,1,0,0,0
282,18.752,F,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0
283,19.031,F,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
284,19.149428645833336,F,9,0,1,0,0,0,0,0,0,2,3,2,2,2,0,3,0
285,18.294,F,0,0,1,1,0,0,0,0,0,0,3,6,2,4,4,5,0
286,20.98,F,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0
287,19.149428645833336,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,18.869,F,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,18.571,F,38,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
290,18.078,F,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
291,18.42,F,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
292,18.757,F,45,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0
293,18.352,F,10,0,0,0,0,0,1,0,0,0,2,0,1,5,0,0,0
294,19.19,F,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0
295,18.409,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
296,18.467,F,88,2,1,0,1,0,0,2,0,0,6,1,0,1,1,2,1
297,14.209,F,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
298,19.425,F,18,0,0,0,5,0,0,0,0,0,5,1,1,1,0,1,0
299,18.535,F,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,19.149428645833336,F,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
301,18.374,F,114,0,0,0,0,0,0,0,0,0,0,2,2,0,9,0,0
302,18.475,F,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
303,19.203,F,47,0,1,0,0,0,1,0,0,0,2,2,4,2,1,0,1
304,19.253,F,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
305,18.396,F,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,19.195,F,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
307,18.442,F,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0
308,18.839,F,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
309,18.39,F,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1
310,19.116,F,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
311,19.154,F,0,0,2,0,0,0,0,0,0,0,2,0,2,4,1,0,0
312,18.349,F,38,0,2,0,0,0,0,0,0,0,2,2,1,0,5,1,0
313,18.398,F,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
314,18.453,F,0,1,1,0,0,0,0,0,0,0,2,1,1,1,2,0,0
315,19.02,F,14,0,0,1,0,0,0,0,0,0,2,2,2,0,3,0,0
316,19.239,M,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,18.675,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,18.264,M,16,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1
319,18.795,F,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
320,18.431,F,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
321,19.242,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,18.198,F,51,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
323,18.579,M,7,2,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0
